region	item	production_2017_Gg	imports_2017_Gg	exports_2017_Gg	feed_2017_Gg
Israel	Cephalopods	0.0	2.0	0.0	0.0
Iceland	Pelagic Fish	765.0	5.0	755.0	0.0
Iceland	Crustaceans	13.0	19.0	26.0	0.0
Iceland	Freshwater Fish	7.0	1.0	6.0	0.0
Iceland	Molluscs, Other	0.0	0.0	0.0	0.0
Iceland	Demersal Fish	587.0	6.0	574.0	3.0
Iceland	Fish, Seafood	1372.0	34.0	1362.0	3.0
Iceland	Cephalopods	0.0	3.0	0.0	0.0
Zambia	Pelagic Fish	0.0	126.0	0.0	54.0
Zambia	Crustaceans	0.0	0.0	0.0	0.0
Zambia	Freshwater Fish	114.0	17.0	1.0	0.0
Zambia	Molluscs, Other	0.0	0.0	0.0	0.0
Zambia	Marine Fish, Other	0.0	1.0	0.0	0.0
Zambia	Fish, Seafood	114.0	144.0	2.0	54.0
Zambia	Demersal Fish	0.0	0.0	0.0	0.0
Zambia	Cephalopods	0.0	0.0	0.0	0.0
Senegal	Pelagic Fish	340.0	18.0	180.0	0.0
Senegal	Crustaceans	7.0	0.0	4.0	0.0
Senegal	Freshwater Fish	31.0	1.0	2.0	0.0
Senegal	Molluscs, Other	11.0	0.0	4.0	0.0
Senegal	Marine Fish, Other	0.0	0.0	0.0	0.0
Senegal	Fish, Seafood	476.0	20.0	217.0	0.0
Senegal	Demersal Fish	76.0	0.0	18.0	0.0
Senegal	Cephalopods	11.0	0.0	9.0	0.0
Trinidad and Tobago	Pelagic Fish	3.0	10.0	2.0	0.0
Trinidad and Tobago	Crustaceans	1.0	2.0	0.0	0.0
Trinidad and Tobago	Freshwater Fish	0.0	2.0	0.0	0.0
Trinidad and Tobago	Molluscs, Other	0.0	1.0	0.0	0.0
Trinidad and Tobago	Marine Fish, Other	6.0	4.0	2.0	0.0
Trinidad and Tobago	Fish, Seafood	13.0	24.0	5.0	0.0
Trinidad and Tobago	Demersal Fish	3.0	5.0	1.0	0.0
Trinidad and Tobago	Cephalopods	0.0	0.0	0.0	0.0
Zimbabwe	Pelagic Fish	0.0	25.0	1.0	4.0
Zimbabwe	Crustaceans	0.0	0.0	0.0	0.0
Zimbabwe	Freshwater Fish	26.0	10.0	3.0	0.0
Zimbabwe	Molluscs, Other	0.0	0.0	0.0	0.0
Zimbabwe	Marine Fish, Other	0.0	1.0	0.0	0.0
Zimbabwe	Fish, Seafood	26.0	36.0	4.0	4.0
Zimbabwe	Demersal Fish	0.0	1.0	0.0	0.0
Zimbabwe	Cephalopods	0.0	0.0	0.0	0.0
Germany	Pelagic Fish	131.0	796.0	708.0	13.0
Germany	Crustaceans	10.0	101.0	37.0	1.0
Germany	Freshwater Fish	38.0	477.0	150.0	0.0
Germany	Molluscs, Other	17.0	51.0	36.0	0.0
Germany	Marine Fish, Other	0.0	42.0	12.0	0.0
Germany	Fish, Seafood	284.0	2252.0	1481.0	14.0
Germany	Demersal Fish	88.0	761.0	535.0	0.0
Germany	Cephalopods	0.0	25.0	3.0	0.0
Vanuatu	Pelagic Fish	52.0	3.0	39.0	0.0
Vanuatu	Crustaceans	1.0	0.0	0.0	0.0
Vanuatu	Freshwater Fish	0.0	0.0	0.0	0.0
Vanuatu	Molluscs, Other	0.0	0.0	0.0	0.0
Vanuatu	Marine Fish, Other	2.0	2.0	0.0	0.0
Vanuatu	Fish, Seafood	58.0	5.0	40.0	0.0
Vanuatu	Demersal Fish	0.0	0.0	0.0	0.0
Vanuatu	Cephalopods	2.0	0.0	0.0	0.0
Denmark	Pelagic Fish	279.0	702.0	840.0	56.0
Denmark	Crustaceans	12.0	209.0	190.0	0.0
Denmark	Freshwater Fish	32.0	229.0	259.0	0.0
Denmark	Molluscs, Other	43.0	12.0	46.0	0.0
Denmark	Marine Fish, Other	0.0	0.0	0.0	0.0
Denmark	Fish, Seafood	699.0	1480.0	2006.0	92.0
Denmark	Demersal Fish	333.0	324.0	668.0	36.0
Denmark	Cephalopods	0.0	4.0	3.0	0.0
Kazakhstan	Pelagic Fish	0.0	44.0	18.0	4.0
Kazakhstan	Crustaceans	0.0	2.0	0.0	0.0
Kazakhstan	Freshwater Fish	35.0	22.0	14.0	0.0
Kazakhstan	Molluscs, Other	0.0	0.0	0.0	0.0
Kazakhstan	Marine Fish, Other	0.0	10.0	1.0	0.0
Kazakhstan	Fish, Seafood	36.0	83.0	33.0	4.0
Kazakhstan	Demersal Fish	1.0	4.0	0.0	0.0
Kazakhstan	Cephalopods	0.0	0.0	0.0	0.0
Poland	Pelagic Fish	158.0	245.0	197.0	39.0
Poland	Crustaceans	0.0	9.0	7.0	0.0
Poland	Freshwater Fish	57.0	228.0	209.0	0.0
Poland	Molluscs, Other	0.0	3.0	1.0	0.0
Poland	Demersal Fish	34.0	269.0	116.0	29.0
Poland	Fish, Seafood	249.0	755.0	530.0	68.0
Poland	Cephalopods	0.0	1.0	1.0	0.0
Mauritania	Pelagic Fish	554.0	7.0	545.0	1.0
Mauritania	Crustaceans	1.0	1.0	1.0	0.0
Mauritania	Freshwater Fish	15.0	0.0	0.0	0.0
Mauritania	Marine Fish, Other	69.0	0.0	67.0	0.0
Mauritania	Fish, Seafood	795.0	8.0	763.0	3.0
Mauritania	Demersal Fish	104.0	0.0	101.0	2.0
Mauritania	Cephalopods	46.0	0.0	48.0	0.0
Ireland	Pelagic Fish	138.0	89.0	171.0	3.0
Ireland	Crustaceans	15.0	9.0	23.0	0.0
Ireland	Freshwater Fish	19.0	15.0	16.0	0.0
Ireland	Molluscs, Other	34.0	2.0	32.0	0.0
Ireland	Demersal Fish	84.0	35.0	86.0	11.0
Ireland	Fish, Seafood	292.0	151.0	331.0	14.0
Ireland	Cephalopods	2.0	1.0	2.0	0.0
UK	Pelagic Fish	278.0	577.0	441.0	211.0
UK	Crustaceans	66.0	267.0	94.0	0.0
UK	Freshwater Fish	169.0	171.0	144.0	0.0
UK	Molluscs, Other	117.0	61.0	96.0	0.0
UK	Marine Fish, Other	0.0	7.0	2.0	0.0
UK	Fish, Seafood	837.0	1651.0	973.0	211.0
UK	Demersal Fish	197.0	557.0	189.0	0.0
UK	Cephalopods	9.0	11.0	7.0	0.0
Eastern Asia	Pelagic Fish	6626.0	10894.0	2492.0	12006.0
Eastern Asia	Crustaceans	7181.0	1610.0	1023.0	190.0
Eastern Asia	Freshwater Fish	27417.0	1088.0	1186.0	0.0
Eastern Asia	Molluscs, Other	16436.0	1012.0	1715.0	0.0
Eastern Asia	Marine Fish, Other	4001.0	1098.0	1901.0	68.0
Eastern Asia	Fish, Seafood	68187.0	19624.0	10548.0	12288.0
Eastern Asia	Demersal Fish	5069.0	3022.0	1446.0	3.0
Eastern Asia	Cephalopods	1458.0	900.0	786.0	22.0
New Caledonia	Pelagic Fish	3.0	8.0	1.0	6.0
New Caledonia	Crustaceans	2.0	0.0	1.0	0.0
New Caledonia	Freshwater Fish	0.0	0.0	0.0	0.0
New Caledonia	Molluscs, Other	0.0	1.0	0.0	0.0
New Caledonia	Marine Fish, Other	0.0	1.0	0.0	0.0
New Caledonia	Fish, Seafood	5.0	10.0	2.0	6.0
New Caledonia	Demersal Fish	0.0	0.0	0.0	0.0
New Caledonia	Cephalopods	0.0	0.0	0.0	0.0
North Korea	Pelagic Fish	0.0	9.0	0.0	2.0
North Korea	Crustaceans	17.0	0.0	3.0	0.0
North Korea	Freshwater Fish	10.0	0.0	0.0	0.0
North Korea	Molluscs, Other	60.0	0.0	44.0	0.0
North Korea	Marine Fish, Other	110.0	5.0	12.0	0.0
North Korea	Fish, Seafood	274.0	79.0	60.0	2.0
North Korea	Demersal Fish	67.0	42.0	1.0	0.0
North Korea	Cephalopods	10.0	22.0	0.0	0.0
Sri Lanka	Pelagic Fish	315.0	220.0	13.0	84.0
Sri Lanka	Crustaceans	44.0	2.0	4.0	0.0
Sri Lanka	Freshwater Fish	98.0	3.0	1.0	0.0
Sri Lanka	Molluscs, Other	1.0	0.0	1.0	0.0
Sri Lanka	Marine Fish, Other	45.0	0.0	0.0	0.0
Sri Lanka	Fish, Seafood	549.0	246.0	21.0	84.0
Sri Lanka	Demersal Fish	43.0	19.0	1.0	0.0
Sri Lanka	Cephalopods	4.0	1.0	1.0	0.0
Latvia	Pelagic Fish	105.0	46.0	153.0	1.0
Latvia	Crustaceans	0.0	4.0	1.0	0.0
Latvia	Freshwater Fish	4.0	21.0	19.0	0.0
Latvia	Molluscs, Other	0.0	2.0	0.0	0.0
Latvia	Marine Fish, Other	2.0	10.0	0.0	0.0
Latvia	Fish, Seafood	117.0	98.0	190.0	1.0
Latvia	Demersal Fish	6.0	15.0	16.0	0.0
Latvia	Cephalopods	0.0	0.0	0.0	0.0
Japan	Pelagic Fish	2231.0	1289.0	402.0	1351.0
Japan	Crustaceans	58.0	912.0	10.0	183.0
Japan	Freshwater Fish	147.0	514.0	14.0	0.0
Japan	Molluscs, Other	606.0	278.0	167.0	0.0
Japan	Marine Fish, Other	177.0	547.0	68.0	0.0
Japan	Fish, Seafood	3776.0	4265.0	705.0	1534.0
Japan	Demersal Fish	420.0	457.0	38.0	0.0
Japan	Cephalopods	136.0	269.0	7.0	0.0
Low Income Food Deficit Countries	Pelagic Fish	3921.0	1482.0	1662.0	864.0
Low Income Food Deficit Countries	Crustaceans	2644.0	84.0	1331.0	80.0
Low Income Food Deficit Countries	Freshwater Fish	15299.0	331.0	1626.0	6.0
Low Income Food Deficit Countries	Molluscs, Other	526.0	23.0	171.0	0.0
Low Income Food Deficit Countries	Marine Fish, Other	2868.0	1339.0	1448.0	652.0
Low Income Food Deficit Countries	Fish, Seafood	27976.0	3538.0	7086.0	1603.0
Low Income Food Deficit Countries	Demersal Fish	2012.0	240.0	478.0	2.0
Low Income Food Deficit Countries	Cephalopods	705.0	38.0	369.0	0.0
Americas	Pelagic Fish	8459.0	2691.0	7831.0	1388.0
Americas	Crustaceans	2080.0	2158.0	1332.0	42.0
Americas	Freshwater Fish	3145.0	2319.0	1470.0	45.0
Americas	Molluscs, Other	1443.0	577.0	459.0	0.0
Americas	Marine Fish, Other	233.0	169.0	106.0	11.0
Americas	Fish, Seafood	20387.0	9594.0	13810.0	2082.0
Americas	Demersal Fish	4324.0	1383.0	2019.0	583.0
Americas	Cephalopods	703.0	297.0	593.0	13.0
Australia and New Zealand	Pelagic Fish	146.0	268.0	77.0	197.0
Australia and New Zealand	Crustaceans	53.0	99.0	22.0	0.0
Australia and New Zealand	Freshwater Fish	76.0	65.0	21.0	0.0
Australia and New Zealand	Molluscs, Other	133.0	58.0	117.0	0.0
Australia and New Zealand	Marine Fish, Other	17.0	38.0	5.0	0.0
Australia and New Zealand	Fish, Seafood	817.0	682.0	504.0	242.0
Australia and New Zealand	Demersal Fish	368.0	124.0	244.0	45.0
Australia and New Zealand	Cephalopods	22.0	29.0	18.0	0.0
Southern Africa	Pelagic Fish	741.0	186.0	722.0	43.0
Southern Africa	Crustaceans	2.0	20.0	5.0	0.0
Southern Africa	Freshwater Fish	7.0	17.0	8.0	0.0
Southern Africa	Molluscs, Other	5.0	8.0	7.0	0.0
Southern Africa	Marine Fish, Other	5.0	4.0	2.0	0.0
Southern Africa	Fish, Seafood	1106.0	312.0	1005.0	43.0
Southern Africa	Demersal Fish	335.0	59.0	244.0	0.0
Southern Africa	Cephalopods	10.0	18.0	16.0	0.0
Honduras	Pelagic Fish	0.0	34.0	0.0	26.0
Honduras	Crustaceans	53.0	2.0	41.0	0.0
Honduras	Freshwater Fish	21.0	3.0	30.0	0.0
Honduras	Molluscs, Other	2.0	0.0	1.0	0.0
Honduras	Marine Fish, Other	3.0	1.0	0.0	0.0
Honduras	Fish, Seafood	78.0	40.0	72.0	26.0
Honduras	Demersal Fish	0.0	0.0	0.0	0.0
Honduras	Cephalopods	0.0	0.0	0.0	0.0
Myanmar	Pelagic Fish	11.0	18.0	3.0	0.0
Myanmar	Crustaceans	100.0	9.0	90.0	0.0
Myanmar	Freshwater Fish	1833.0	1.0	93.0	0.0
Myanmar	Molluscs, Other	1.0	0.0	0.0	0.0
Myanmar	Marine Fish, Other	1127.0	6.0	388.0	5.0
Myanmar	Fish, Seafood	3088.0	34.0	591.0	5.0
Myanmar	Demersal Fish	0.0	0.0	0.0	0.0
Myanmar	Cephalopods	17.0	0.0	17.0	0.0
Mexico	Pelagic Fish	825.0	148.0	600.0	18.0
Mexico	Crustaceans	310.0	42.0	48.0	0.0
Mexico	Freshwater Fish	247.0	323.0	8.0	0.0
Mexico	Molluscs, Other	123.0	13.0	11.0	0.0
Mexico	Marine Fish, Other	50.0	17.0	50.0	0.0
Mexico	Fish, Seafood	1819.0	568.0	733.0	23.0
Mexico	Demersal Fish	217.0	9.0	9.0	5.0
Mexico	Cephalopods	46.0	15.0	7.0	0.0
Egypt	Pelagic Fish	50.0	379.0	1.0	11.0
Egypt	Crustaceans	23.0	13.0	13.0	0.0
Egypt	Freshwater Fish	1363.0	6.0	9.0	0.0
Egypt	Molluscs, Other	6.0	0.0	1.0	0.0
Egypt	Marine Fish, Other	7.0	13.0	5.0	0.0
Egypt	Fish, Seafood	1823.0	521.0	47.0	11.0
Egypt	Demersal Fish	371.0	106.0	18.0	0.0
Egypt	Cephalopods	2.0	4.0	1.0	0.0
Nicaragua	Pelagic Fish	15.0	22.0	2.0	10.0
Nicaragua	Crustaceans	32.0	0.0	37.0	0.0
Nicaragua	Freshwater Fish	1.0	2.0	0.0	0.0
Nicaragua	Molluscs, Other	11.0	0.0	2.0	0.0
Nicaragua	Marine Fish, Other	1.0	0.0	0.0	0.0
Nicaragua	Fish, Seafood	66.0	25.0	45.0	10.0
Nicaragua	Demersal Fish	6.0	0.0	4.0	0.0
Nicaragua	Cephalopods	0.0	0.0	0.0	0.0
Serbia	Pelagic Fish	0.0	35.0	2.0	10.0
Serbia	Crustaceans	0.0	0.0	0.0	0.0
Serbia	Freshwater Fish	7.0	11.0	2.0	0.0
Serbia	Molluscs, Other	0.0	0.0	0.0	0.0
Serbia	Marine Fish, Other	0.0	0.0	0.0	0.0
Serbia	Fish, Seafood	7.0	60.0	4.0	10.0
Serbia	Demersal Fish	0.0	12.0	0.0	0.0
Serbia	Cephalopods	0.0	2.0	0.0	0.0
Net Food Importing Developing Countries	Pelagic Fish	8195.0	2235.0	6852.0	503.0
Net Food Importing Developing Countries	Crustaceans	694.0	92.0	339.0	0.0
Net Food Importing Developing Countries	Freshwater Fish	9952.0	306.0	325.0	156.0
Net Food Importing Developing Countries	Molluscs, Other	121.0	17.0	18.0	0.0
Net Food Importing Developing Countries	Marine Fish, Other	2062.0	502.0	542.0	37.0
Net Food Importing Developing Countries	Fish, Seafood	23198.0	3510.0	9037.0	711.0
Net Food Importing Developing Countries	Demersal Fish	1649.0	328.0	489.0	15.0
Net Food Importing Developing Countries	Cephalopods	525.0	30.0	474.0	0.0
Congo	Pelagic Fish	27.0	18.0	1.0	0.0
Congo	Crustaceans	1.0	0.0	0.0	0.0
Congo	Freshwater Fish	39.0	3.0	0.0	0.0
Congo	Molluscs, Other	0.0	0.0	0.0	0.0
Congo	Marine Fish, Other	10.0	1.0	0.0	0.0
Congo	Fish, Seafood	95.0	56.0	1.0	0.0
Congo	Demersal Fish	18.0	33.0	0.0	0.0
Congo	Cephalopods	0.0	1.0	0.0	0.0
Greece	Pelagic Fish	35.0	367.0	7.0	349.0
Greece	Crustaceans	7.0	15.0	5.0	0.0
Greece	Freshwater Fish	3.0	30.0	13.0	0.0
Greece	Molluscs, Other	19.0	5.0	18.0	0.0
Greece	Marine Fish, Other	4.0	8.0	6.0	0.0
Greece	Fish, Seafood	203.0	510.0	158.0	349.0
Greece	Demersal Fish	127.0	49.0	105.0	0.0
Greece	Cephalopods	7.0	36.0	5.0	0.0
Paraguay	Pelagic Fish	0.0	3.0	0.0	0.0
Paraguay	Crustaceans	0.0	0.0	0.0	0.0
Paraguay	Freshwater Fish	24.0	1.0	0.0	0.0
Paraguay	Molluscs, Other	0.0	0.0	0.0	0.0
Paraguay	Marine Fish, Other	0.0	0.0	0.0	0.0
Paraguay	Fish, Seafood	24.0	4.0	0.0	0.0
Paraguay	Demersal Fish	0.0	0.0	0.0	0.0
Paraguay	Cephalopods	0.0	0.0	0.0	0.0
Namibia	Pelagic Fish	321.0	26.0	333.0	14.0
Namibia	Crustaceans	0.0	1.0	0.0	0.0
Namibia	Freshwater Fish	3.0	4.0	4.0	0.0
Namibia	Molluscs, Other	0.0	0.0	0.0	0.0
Namibia	Marine Fish, Other	0.0	1.0	0.0	0.0
Namibia	Fish, Seafood	486.0	39.0	498.0	14.0
Namibia	Demersal Fish	161.0	1.0	156.0	0.0
Namibia	Cephalopods	0.0	7.0	5.0	0.0
Western Europe	Pelagic Fish	531.0	2006.0	1412.0	213.0
Western Europe	Crustaceans	51.0	660.0	292.0	7.0
Western Europe	Freshwater Fish	90.0	1108.0	357.0	0.0
Western Europe	Molluscs, Other	253.0	433.0	222.0	20.0
Western Europe	Marine Fish, Other	1.0	93.0	32.0	0.0
Western Europe	Fish, Seafood	1366.0	6626.0	3449.0	258.0
Western Europe	Demersal Fish	422.0	2209.0	1096.0	18.0
Western Europe	Cephalopods	19.0	116.0	39.0	0.0
Botswana	Pelagic Fish	0.0	8.0	1.0	0.0
Botswana	Crustaceans	0.0	0.0	0.0	0.0
Botswana	Freshwater Fish	0.0	0.0	0.0	0.0
Botswana	Molluscs, Other	0.0	0.0	0.0	0.0
Botswana	Marine Fish, Other	0.0	0.0	0.0	0.0
Botswana	Fish, Seafood	0.0	9.0	1.0	0.0
Botswana	Demersal Fish	0.0	1.0	0.0	0.0
Botswana	Cephalopods	0.0	0.0	0.0	0.0
